SMILES,P1,P2,P3,P4
NC(CF)C(F)F,0.6920,0.45617,-1.91618595786,7.4333
CONC(=O)OC,2.1601,0.42677,-2.09485469627,6.9487
CC=CCC1CC1,0.1541,0.41625,-3.00499989792,7.3059
N#Cc1nn[nH]n1,5.0104,0.39007,-1.37623001961,6.0730
CCCC#CC,0.1753,0.43785,-2.5307165953,6.7076
CNC(=O)ON=C,4.1447,0.38169,-1.99959746966,5.8996
FCC=NN=C,1.9088,0.35007,-1.66477618465,4.0623
CCCC(N)CO,3.2434,0.42792,-2.96152547913,7.0418
CC(O)C(F)(F)F,2.2114,0.49194,-1.82771828005,8.2990
CC(CCF)=NN,3.1405,0.37724,-2.37258165469,5.9348
OCc1ccon1,2.7180,0.39824,-1.97681647065,6.6712
OCCCCCO,2.4674,0.45355,-2.84212448132,7.5067
OCCOC1CC1,0.4724,0.43872,-2.5901681419,7.5112
OC1CC(F)C1,2.2703,0.45637,-2.00556246867,7.5443
FCC1(F)CCC1,0.5482,0.50236,-2.33363232468,8.7725
NC(CC=C)C#C,1.5512,0.39674,-2.55080160309,6.5838
CCCC(N)=N,2.9482,0.40253,-2.4030600789,6.3453
FC12CCNC1C2,1.2016,0.40609,-2.36027129568,6.4105
CCNN(C)C=O,4.6289,0.40177,-2.5318337973,5.7984
CC(=O)NNC=O,3.5558,0.40397,-2.04721155466,5.7325
CCC#CC(C)=O,3.7306,0.36428,-2.48041398128,4.1706
COC(C)CCN,1.3853,0.42614,-2.94278599413,6.6959
O=COCCC#N,3.9464,0.4338,-2.02975455565,5.9286
CC1CC(=O)C=C1,3.9457,0.34752,-2.53391370028,3.9914
C1CC2COCC12,1.9493,0.44654,-2.6726146957,7.9569
Cc1ccn(O)n1,1.5127,0.38661,-2.07397276246,6.4519
OCC(F)CC#N,2.4155,0.4732,-2.07938436546,7.7673
FCCNCCF,1.7718,0.43213,-2.34780506669,6.9983
NC(CF)CC#C,1.2516,0.43453,-2.33193924968,6.7100
NN=CCO,2.3440,0.3686,-1.57082794106,5.8863
CC(O)(C#C)C#N,4.9506,0.43739,-2.03680523245,6.4235
C=CC1=NNCC1,2.2779,0.31574,-2.39708543468,4.9568
CCN(C)CC#N,3.3580,0.40637,-2.6277596051,6.5151
CNC(=N)NC=N,3.0399,0.38786,-2.25189730028,6.0076
COC(CO)=CF,3.3215,0.40318,-2.14441633407,6.8963
CC(F)C1CC1N,2.7666,0.41148,-2.5790453761,6.5763
CC1COCC1C,1.8537,0.435,-2.94773017612,7.7173
NC1CCC2OC12,2.2169,0.42703,-2.51439786929,6.8467
CC1(C)CCOC1,1.7370,0.4304,-2.94710325012,7.5071
CC(C)=CC(N)=O,3.3935,0.3621,-2.56221536929,4.9001
CC(NN=C)C=O,1.2395,0.33598,-2.29074779588,4.4613
COC=CC1CO1,1.8355,0.40308,-2.36052622048,6.9953
Nc1[nH]ccc1F,1.9815,0.38559,-1.98637499385,6.4210
CC(C)(C)C1CO1,1.7863,0.45941,-2.91921792412,8.3378
CC1CC(C)C1F,1.7399,0.48492,-2.79229859451,8.8309
N=c1[nH]c(=O)[nH]o1,1.7708,0.39639,-1.61493662783,6.5201
COCC#CC,0.9863,0.43288,-2.19494715108,6.3358
FCC1OC=CO1,2.0743,0.38251,-1.93865374365,6.0190
NC(=N)C(F)=CF,4.8803,0.36173,-1.71627097344,5.7010
O1C=CC=NN=C1,3.5228,0.34273,-1.84137742604,4.4065
CCOC=NO,1.2055,0.39873,-1.91569661587,6.8257
CC(F)(F)C1CO1,1.2544,0.49425,-2.02174146246,8.4718
CC=C(F)C=NO,1.5648,0.33868,-2.01968638446,5.6647
FCCOC=O,1.3301,0.43431,-1.72964489245,5.9507
CC(C)C(F)(F)F,2.4033,0.54369,-2.14491736627,10.2410
FC1=CC2CC1O2,1.9809,0.39323,-1.98422699245,5.9976
C=Cc1nnn[nH]1,5.7856,0.35591,-1.78255623344,5.6492
NC1CC1(O)CF,1.9334,0.41797,-2.26423926488,6.7890
C=C1CC=CC=C1,0.5013,0.30089,-2.59334811108,4.1528
ON(C=N)C=O,3.8535,0.38283,-1.51647607504,5.2312
CC(F)C1CC1F,1.7537,0.47963,-2.32602475468,8.4063
Oc1nnc(F)o1,2.6047,0.40792,-1.35390658641,7.1141
Nc1ccco1,1.6260,0.36005,-1.85597550225,5.8170
CCC1COC=C1,1.1674,0.38563,-2.7193322197,6.2896
C#CC1C=CC=C1,0.6236,0.35026,-2.32511221066,5.1278
CN(C)CC(N)=O,3.9817,0.38564,-2.5682634453,5.7609
COC=NN(C)C,0.4030,0.37044,-2.4914162543,5.1201
O=CC1=CCOC1,3.3846,0.33141,-2.19394976706,3.8763
C=C1CNC(=O)N1,3.3341,0.37371,-2.16567430346,6.1054
NCC=C(F)CO,1.5299,0.39935,-2.27056926988,6.4354
COC1OCC=C1,2.1784,0.41003,-2.39242513948,6.5233
CC=CC1CN1C,1.0758,0.40269,-2.78671785351,6.5723
NC1CCCC1,1.2664,0.41864,-2.59550167431,6.7137
CC(=C)C(O)C=O,2.0872,0.3587,-2.41001687848,4.4982
NN=c1occo1,3.3892,0.35095,-1.76427766524,5.6128
CC1NC1C2CN2,2.7329,0.42329,-2.5795930631,7.1303
CC1=CN=CC1=O,1.6837,0.28996,-2.08909870445,2.5277
CC12CNC(C1)C2,1.3870,0.40823,-2.81305386251,6.6155
FC(F)C=CC#N,2.6896,0.38051,-1.71219986743,6.3550
CN(N)C=NO,0.4813,0.36208,-1.79557779327,6.1113
ONC(=O)CC=C,3.3495,0.37779,-2.18331164007,6.1228
CC1CC1CCN,1.3389,0.42629,-3.03168410593,6.7000
C#CC1CC1C#N,3.8851,0.42635,-2.12588302425,6.3899
OC1CC(=O)C1,3.3165,0.37017,-1.94439694186,4.3180
CC(=C)CC(N)=O,3.6035,0.38411,-2.55962362029,5.7272
O=C1CC=CO1,3.9358,0.38212,-1.76140004244,5.7074
Oc1coc(=N)[nH]1,4.2204,0.35414,-1.81597697524,5.5139
CCC(=O)C1CO1,3.6785,0.36944,-2.39725964448,4.3922
C1CC1OC2CC2,1.1365,0.45396,-2.6673035797,7.9928
CC(N)=CC(C)=O,5.7710,0.32982,-2.54616201429,4.2413
CCN(O)C=NN,3.2435,0.34782,-2.25954235389,5.4276
CC1OC1C#N,4.3236,0.45338,-1.81971071825,7.2042
NCC1CC1F,2.5059,0.43071,-2.10278175248,6.7966
Cn1ncnc1O,2.3995,0.40553,-1.94512678305,6.9784
C1C=CC=C1,0.4712,0.35412,-1.87636933926,5.2557
CNCCC(C)=O,2.7924,0.36193,-2.74627664671,4.5651
CN1CCC1C#C,1.1627,0.40489,-2.53827205209,6.3657
CC1=NNCC1=C,1.9532,0.31164,-2.40025588468,4.5735
NCC1NC1CF,2.0729,0.43009,-2.36588287269,6.8021
Cc1ccc(N)o1,1.3369,0.35574,-2.33173885987,5.7202
CNN=COC,1.1389,0.3644,-2.02910039668,5.8385
CC1C2NC=NC12,3.0754,0.36728,-2.40765555068,5.8107
C1C2C=NN=CN12,4.0601,0.33057,-1.93495589385,3.8587
O=C1CNCCN1,4.1524,0.36621,-2.36485420188,5.4630
C=CN=CNN=C,2.4191,0.32356,-2.17439151527,5.1253
Oc1conc1F,4.4171,0.37629,-1.51283963482,6.2104
C#CCN1CC1,1.5021,0.42723,-2.05846712647,6.5458
CC1(N)CNC1=O,3.5300,0.40069,-2.34812036088,5.9804
O=C1CNC1C#N,5.6132,0.3675,-1.87878386004,4.4526
CCNC(=N)C#C,4.0118,0.36291,-2.37252933268,5.7291
CC1OC(=O)C1N,5.3074,0.3935,-2.23814374607,5.7484
NCC(O)C1CN1,3.5355,0.41311,-2.5146023603,7.0598
FC(=C)CON=C,1.9708,0.38509,-1.99589429646,5.9112
CN(C)CC=O,2.9702,0.34941,-2.25758353409,4.2646
FC1CN2CC1C2,1.6927,0.43565,-2.34481542568,7.3568
FC1COC(=C)C1,0.7372,0.39401,-2.26900202387,6.7268
NCCC(N)CF,1.9765,0.41779,-2.60694582811,6.7158
N=C1NN=CNO1,2.6700,0.35352,-1.64770257664,5.1415
CC(C)C(=O)CF,1.3437,0.37967,-2.50026100429,4.4625
Cn1cccc1,2.1829,0.38706,-2.16928529747,6.3504
Nc1[nH]ncc1F,2.4020,0.39671,-1.77411762544,6.6477
ON=CN1CCC1,2.1206,0.36372,-2.25819878788,5.9679
NCC1OCC1O,0.7369,0.42735,-2.40256747649,6.8022
Cc1n[nH]c(=N)[nH]1,2.0945,0.35659,-2.04809265986,5.9688
COCC=CF,2.6294,0.42293,-1.98653860767,7.4931
N=C1CCCN1,3.2944,0.39365,-2.19345274448,6.4173
COCC(O)CF,1.3701,0.46143,-2.37702302449,7.8333
CCC(C)=C(F)F,1.7874,0.41687,-2.34203413468,7.3923
Nc1nc[nH]c1N,2.5578,0.37114,-2.05959919986,5.9861
COC=NN,3.0632,0.36273,-1.56062709706,5.8327
CC(C)=CNC=N,3.8336,0.35761,-2.6344112851,5.6932
CC1OC1C(F)F,1.6533,0.49185,-2.01844713446,8.4093
FCC(=O)OC=C,0.2654,0.37729,-1.96803428865,5.9289
CC(C)=CCCF,2.0972,0.40927,-2.79067877551,7.1183
CC(=O)CC(N)=O,2.7578,0.38456,-2.27546134707,4.6288
C=CCC=CC=O,3.8503,0.3466,-2.49009068128,3.8949
NC1COCC1F,2.7399,0.42239,-2.28485413588,6.7507
O=CCN1CC1,2.8979,0.37264,-2.01990395567,4.2562
C1C2NN=CC12,2.4112,0.35568,-1.90925564506,5.3916
CC(F)(CO)C=C,1.3042,0.41861,-2.47887651329,7.3488
C1CC2CC1N2,1.4079,0.43106,-2.34272813489,7.1002
CC(C)C(O)C#C,1.4829,0.44288,-2.6766208657,6.4969
CC(=C)NC=N,2.5771,0.36205,-2.16498456248,5.9767
Cc1ccnnn1,5.2042,0.32909,-1.97912121385,3.8230
CNC(=O)C(N)=O,0.3164,0.33946,-2.09556980966,4.4816
O=CNOC=O,3.5180,0.39203,-1.42519937023,5.4912
CC#CC(=O)NO,3.9028,0.36624,-1.93040638265,4.8941
CC=CC(C)=NN,1.7110,0.31796,-2.6024050941,4.9869
CC(C)(C)CN,1.2608,0.41921,-2.80387340073,6.6894
C=Cc1nc[nH]n1,2.8001,0.35329,-2.02067781185,5.7929
N#Cc1ccoc1,4.0911,0.36897,-1.89506893003,6.0464
CC(=O)C(C)=O,0.0000,0.30665,-1.97169300486,2.8874
FCC#CC1CN1,2.6797,0.40606,-2.08361599626,6.1097
CC(=N)NNC=N,4.9527,0.3906,-2.22215715128,6.4452
COC(C)(C)CF,0.9676,0.44873,-2.69241323571,7.9215
CNC(=O)NC=O,5.1300,0.39104,-2.08630623466,5.2800
OC1CCCC=C1,1.8854,0.40454,-2.7320221957,6.7915
C=CC(C=C)C=O,2.5912,0.36292,-2.47940621928,4.2803
ONC(=N)CC#N,3.2075,0.40704,-1.87429802705,6.4055
FC(F)CON=C,2.3821,0.39621,-1.77953930705,5.9275
FC1C=CC2NC12,2.4665,0.37547,-2.13383495726,5.6261
CC(C#C)C(N)=N,3.0861,0.40424,-2.38522992268,6.3738
CC(F)(C#N)C#N,3.6604,0.46665,-1.74227608943,7.2255
ONC(=O)C1CN1,3.1002,0.38258,-1.96677067366,5.6889
NCC1(CF)CC1,2.6957,0.43003,-2.5757394151,6.7970
OC1CN(C1)N=C,2.0715,0.35931,-2.26411038888,5.8210
CN(C)C=NN,1.8790,0.34637,-2.14522109049,5.4740
CNCC1CCC1,0.8267,0.41068,-3.02458524993,6.5300
NCC(CN)CN,1.4611,0.40881,-2.85905932153,6.5942
O=Nc1ccc[nH]1,4.0707,0.27601,-1.86100224904,1.8170
COC(=O)CC#N,5.6010,0.43666,-2.03158205465,6.0577
Nn1cc[nH]c1=O,2.7507,0.36552,-1.93811940905,6.2364
CN=CNC=NC,2.5525,0.37103,-2.43406621069,5.8204
CC(N)=C(F)C=O,6.2886,0.30965,-2.07474434646,4.0567
NC1C2CCC1C2,1.2105,0.41683,-2.81717981451,6.6432
FC1CCCC1=C,2.1361,0.39872,-2.58431948209,6.7822
N#CC1CN=CN1,3.2397,0.39075,-2.01661366885,6.1770
CCONC=N,3.3862,0.41234,-2.01727882568,6.3893
ON=CCC1CN1,1.2321,0.39039,-2.24917116388,6.1494
Cc1cc(N)co1,1.4772,0.36029,-2.32578009287,5.7852
N#CC1CCC1,4.3761,0.48533,-2.14626126547,7.6122
O=c1cn[nH]nn1,4.8725,0.3164,-1.45033248422,3.2611
CNC(=N)C=NN,2.9173,0.32991,-2.21785421928,5.4523
ON(CC=C)C=O,3.6803,0.38645,-2.17003868207,5.7124
NCC(N)CCF,3.4069,0.41512,-2.61242882511,6.7943
CNC(=N)CC#C,3.2740,0.39857,-2.37784469868,6.6068
O=Nc1cn[nH]c1,3.8309,0.27682,-1.64035425163,1.6599
FC1C(F)C1C=C,2.4170,0.398,-2.07772601726,6.7236
CC1CC(C)N1,1.3049,0.41057,-2.56639238831,6.6769
CCC1OC1CO,2.2767,0.45917,-2.6072243799,7.8240
CN1CC1C(O)=O,2.0633,0.39043,-2.22010399307,5.7057
CCC1C(C)C1C,0.0650,0.45564,-3.23863250934,8.1990
C1CC1C2CC2,0.1809,0.46725,-2.5261465513,8.2627
CCC(C)(C)F,1.8510,0.5007,-2.56165791431,9.2718
C=CC1=CC=CC1,0.3466,0.30774,-2.59115251208,4.3983
NCC(CF)C=C,0.7038,0.39754,-2.5796864551,6.6598
CC(=O)C(C)(F)F,0.6508,0.37551,-2.06245299546,4.3210
CC(F)C(C)=CF,2.1850,0.41622,-2.33800440168,7.4218
CCNN=CC,1.6720,0.3626,-2.3510285659,5.8020
CCC(=C)C(C)=C,0.6808,0.37293,-3.01652500192,6.0021
OCC=CCC#C,1.4436,0.4096,-2.43955726628,6.6575
OCC(=N)NC=C,2.3228,0.36203,-2.32067243388,5.8864
CC(O)C(=O)C#N,3.4302,0.34173,-2.00421070965,3.9101
CCC1NCC1C,1.4040,0.40755,-3.03234134893,6.6169
OC1CC1C#N,4.8428,0.46282,-1.82633483225,7.3250
OCC(F)(F)C=C,2.6323,0.42984,-2.02595840546,7.6170
CC=C(C)C(C)=C,0.6435,0.35063,-3.02080491192,5.7713
O=CC(=O)CC#C,0.5949,0.30224,-1.93680149664,2.8414
NCCN1CCC1,0.5229,0.40458,-2.81664811252,6.7267
OC(=O)C#C,1.6931,0.38882,-1.24481375982,5.0638
CCC(C)=CC=C,0.8779,0.34261,-3.01924573392,5.6419
CNCC1CN1C,0.8358,0.41535,-2.80360619252,6.5826
CONC(N)=O,3.8755,0.42494,-1.75364883946,6.7050
OC12CCCC1C2,1.3677,0.44802,-2.7203607757,7.5896
COC(=O)NC=C,2.3769,0.3799,-2.24998996907,6.3907
Cc1coc(=O)[nH]1,5.5023,0.38535,-2.05554785565,6.4927
CC(=N)NO,3.6617,0.38966,-1.56809204906,6.4379
CC(OC=O)=CF,2.1739,0.38846,-1.96700984765,5.8751
CON(C=N)C=O,4.2123,0.37993,-1.97327389566,5.2054
CC(=CC=C)C#N,4.5375,0.32466,-2.39479446367,5.2788
Cn1cnc(O)c1,3.3608,0.36848,-2.14380233646,5.9333
FC1(CNC1)C=O,3.9843,0.36504,-2.04638638546,4.3120
CN(C)C(=N)NO,4.5411,0.39719,-2.29366134989,6.3898
CCO,1.7066,0.46312,-1.28431912406,7.5697
CC(=C)CNC=O,3.4729,0.40435,-2.54410118629,5.7689
FC=CC(F)C#N,3.2949,0.40944,-1.69265914143,7.1368
ONC(C=C)=NO,1.0583,0.32591,-1.90639766666,4.9549
FCCCNC=O,2.5624,0.41151,-2.31700808788,5.7730
C=C(NC=N)C=O,2.8346,0.30487,-2.11265769446,4.1737
CC=CCC(F)F,2.5537,0.41724,-2.34753880768,7.3258
N=C1NNC2CC12,2.7318,0.37339,-2.18017044527,5.9075
CC(C)C(=C)C#C,0.5339,0.36803,-2.7638582175,5.6983
CC=C(CN)CN,1.1640,0.39539,-2.83417427752,6.4516
CNC(C)C(C)O,2.5631,0.41987,-2.95424931613,6.7384
Fc1cnno1,2.5681,0.38172,-1.14783128701,5.8307
NC(CF)C#C,2.0736,0.42345,-1.85526052706,6.5547
CNCC=C(C)C,1.2259,0.39529,-3.03210095093,6.3114
COCC=CC,1.0989,0.4161,-2.4447350035,7.0666
O=CC1OCC=C1,3.2934,0.349,-2.18865317106,4.1266
OCc1cnon1,4.4493,0.39427,-1.74770759124,6.0529
ONC(NO)=NO,1.5888,0.37234,-1.57833654245,6.1488
FC1=C(F)COC1,0.7720,0.41661,-1.79212576104,6.4769
COC(C)C,1.2064,0.45096,-2.2118258253,7.7690
CC1CN(O)C1=O,3.8618,0.37827,-2.18266356307,5.7253
ON1CCCN=C1,2.9149,0.37913,-2.28320028988,5.6018
CCCN(C)CC,0.5307,0.40075,-3.25356340735,6.6176
FC1COC1,1.1837,0.45978,-1.52159444205,7.3310
OCC1C=CC=C1,1.5736,0.3499,-2.49708065428,5.1508
COC1CC1OC,1.7634,0.42779,-2.5761583429,7.4309
CC(C=C)N1CC1,1.0773,0.40191,-2.78560695051,6.6772
C1CC2(CC2)CO1,1.5395,0.4543,-2.7036537437,7.8050
CC=CCCC#N,4.5516,0.41599,-2.62044790209,7.3323
CC=C(CN)C#C,2.2398,0.36135,-2.55645278509,5.6583
NCC=CC1CN1,2.7848,0.38012,-2.5881848011,6.3592
CCC(C)C(C)O,1.5655,0.45088,-3.16334577554,7.5694
CC1C(N)C1F,2.6152,0.41152,-2.10298387348,6.6455
CC(C)(C=C)C#C,0.6585,0.42635,-2.7566377855,6.7692
NC(=O)NCCF,2.5178,0.42649,-2.14114449047,6.9019
CCC1C(C)C1N,1.2725,0.40972,-3.03167466693,6.5384
OCCC(F)C=O,1.7528,0.37254,-2.17658689807,4.2144
FC1CC1NC=O,3.4136,0.40312,-2.07136632246,5.6027
CCCOC,1.0618,0.45352,-2.2081675743,7.6778
Cn1ccc(O)n1,3.2773,0.37762,-2.12371233646,6.2515
CC(N)C(F)(F)F,3.2854,0.44048,-1.93750727486,7.0767
CC1(O)COC=C1,2.0860,0.3942,-2.40928164548,6.5055
OC(C=C)C(F)F,0.6867,0.42655,-2.02768154546,7.3824
CC12CC(CN1)C2,1.2632,0.40714,-2.81483286651,6.5503
COC(C)CCO,2.2859,0.44744,-2.83120045932,7.5521
CC(N)=CC=NN,2.7712,0.30032,-2.40976538069,4.8094
Fc1ccoc1,1.1067,0.38473,-1.58698260983,6.3160
CC1NC1CC=O,1.1324,0.3712,-2.50581397429,4.3909
N#CCCCC#N,4.2530,0.48161,-2.22363571926,7.8163
CNC(C)C#N,3.1343,0.41876,-2.16793063348,6.7471
OCCNNC=N,4.4585,0.406,-2.30730671089,6.4656
FC(F)C(=C)C=O,3.2864,0.34741,-1.81715980304,3.8809
OC1CC(F)(F)C1,2.6633,0.46242,-2.03542499046,7.6135
CNC(C)CC#N,4.1477,0.41029,-2.6380811581,6.5845
C1CNC1,1.2970,0.41617,-1.61808272707,6.5487
Oc1c[nH]nc1O,3.4443,0.36737,-1.81139332824,6.0215
OC1(CC1)C(F)F,0.9782,0.47829,-2.02452269346,8.1741
CON=C(C)CF,1.7261,0.39069,-2.23383231688,5.9829
CC(=C)CCF,1.3648,0.41485,-2.31946958789,7.1806
FCC=C(F)C#N,2.8744,0.3735,-1.69537758843,6.3184
C1COC2(C1)CC2,1.5035,0.43351,-2.7064786137,7.4885
C=CC1CNN=C1,2.3100,0.36482,-2.38290322368,5.7187
CC(C#N)C(C)=C,4.3294,0.41736,-2.61939974209,7.3540
FCC1OCC1=O,2.4043,0.37504,-1.93978796565,4.3644
O=CC#CCC#C,3.6335,0.3611,-1.97555887744,3.9639
NN=CC(O)CF,1.3071,0.37159,-2.05373852547,5.9846
C1CC2CCC2N1,1.2929,0.412,-2.82205630351,6.6249
OC1CC1C=C,1.4169,0.40389,-2.21841541408,6.9967
CC(=C)C=NN=C,0.6697,0.33294,-2.37225813768,3.8544
OCCNCC#C,1.7653,0.40941,-2.45914312929,6.4863
Cc1cnc(N)[nH]1,3.4943,0.36909,-2.26693810727,5.9702
N#CC1CC=NO1,4.8989,0.39877,-1.85316906504,6.2778
CC12CC=CC1O2,1.9526,0.3984,-2.48738525428,6.2196
NC1CC1CF,3.0042,0.4258,-2.10447821448,6.7912
FCC=CC=O,4.3307,0.349,-1.79557352725,3.8879
CC(CN)C#C,1.2461,0.42552,-2.31809696689,6.7286
CC=C(CF)C#C,1.9408,0.35905,-2.30380418467,5.6043
FCC1CO1,3.0703,0.49097,-1.51856392005,8.3262
CCC1COC1=O,4.2759,0.42466,-2.43922386348,5.9646
FC(F)CCC=C,2.2504,0.42321,-2.34387601968,7.4802
FCCC1COC1,3.0574,0.44048,-2.45880087929,7.3706
CC#CC(C)CF,2.0809,0.448,-2.54319962509,6.7003
CC(F)(F)CN,3.1165,0.43437,-1.90910573207,6.8904
CC(F)C=NO,1.7853,0.40463,-1.77695317826,6.0256
C=NNC1CNC1,2.1041,0.35502,-2.36512050569,5.7644
CC#CC(O)C#C,2.1127,0.41827,-2.18963272586,6.2637
Nc1c[nH]c(=N)[nH]1,4.1420,0.34299,-2.04788366286,5.3952
c1ccccc1,0.0000,0.3912,-2.17631952846,5.5677
C1NC1CC2CN2,0.7352,0.43306,-2.5757049101,7.2328
NC12CNC(C1)C2,1.3928,0.39695,-2.6089323071,6.5219
CC1CNC(C)C1,0.8789,0.40967,-3.06116977393,6.5734
CCN=CNC=C,1.2269,0.36205,-2.6273605691,5.9149
FCC1CN1C=O,2.3587,0.39192,-2.05405561246,5.2464
COC(=NN)C#C,2.5425,0.3264,-2.02306062446,5.3414
NCC(=C)C(N)=O,2.2310,0.3501,-2.35068816288,5.0388
CC(=CF)C#N,2.9853,0.37909,-1.69596769864,6.4981
CNN=CNO,3.5582,0.35143,-1.78406442027,5.5072
CC(C)NCCO,2.8910,0.41973,-2.95299036613,6.8698
NC(=O)CCC=C,3.6631,0.40591,-2.55304431129,5.8420
CC(C)CCF,2.0345,0.50353,-2.55013734831,9.4047
Cc1nnnn1N,5.3671,0.40117,-1.78766746245,5.9145
CC(OC=C)=NN,1.9315,0.35994,-2.28491086288,5.9657
CC(C)(F)C#C,1.9240,0.46068,-2.06924339747,6.4464
CC1(CCF)CO1,1.6205,0.46754,-2.46466825529,8.2624
NN=CC#CCO,2.9534,0.32412,-2.02766848946,5.1891
NC(C#C)C1CN1,2.2138,0.42294,-2.33632500968,6.6514
CC=C(C)C(C)O,1.7326,0.40864,-2.93363809012,7.1640
FC(C=O)=CC#C,3.5445,0.31709,-1.78082398403,3.6019
CN(O)C=N,3.5860,0.39727,-1.55152615306,6.2734
OCC(C=O)C#N,2.9515,0.37807,-2.00094173465,4.3798
CNc1nn[nH]n1,2.4119,0.34008,-1.81407077745,5.6284
C=CCCC1CO1,1.8246,0.41721,-2.6817383027,7.3955
COCC(=C)CO,3.2030,0.41181,-2.5986074049,6.5157
CC(C#C)C#N,3.9034,0.45283,-1.88885042005,6.6871
CC1NCC1=O,2.6460,0.36498,-2.04611713067,4.3329
O=C1CCC=CC1,2.9715,0.37634,-2.53044503228,4.3853
Cc1cocn1,1.3955,0.39024,-1.86581370525,6.4006
CN(C)N=CNN,0.9353,0.35794,-2.3826933847,5.1411
CC(N)CC1CO1,0.6259,0.43139,-2.71358090271,6.8884
CC(O)C#C,1.4741,0.44803,-1.73718157346,6.5185
CC=COCCO,1.7350,0.40786,-2.6102350479,7.0772
OC(C=CF)C#N,2.4355,0.40797,-1.83961878604,7.2538
CNC1CC1O,1.7304,0.39579,-2.23551367009,6.4146
CC(=C)C(F)=C,1.6458,0.35629,-2.09730965847,5.9104
CCON(C)C=N,3.6454,0.39364,-2.4812339263,6.2998
C1ON=CC2OC12,3.6858,0.36707,-1.92008676965,5.1167
OCCNCC=C,1.4190,0.38893,-2.71280321771,6.2346
CN1C=CCN=C1,3.0631,0.34193,-2.41579899568,4.6775
FCCN1CCC1,2.1825,0.4183,-2.5649012561,6.8529
CNC1(C)CNC1,1.5714,0.4056,-2.81708465352,6.5294
OCCC(O)CO,2.2080,0.44181,-2.5333911871,7.4756
CCC(C)=COC,1.1841,0.38769,-2.92141560212,6.5943
CN(CC=C)N=C,2.0085,0.35733,-2.5701257641,5.8373
CC(N)(C=C)C#C,1.6143,0.41103,-2.54804130509,6.6443
FCC(=CF)C=O,3.4162,0.35311,-1.80762031404,4.0832
FC(C#C)C1CC1,1.9547,0.45408,-2.29147969467,6.3942
COC=CC#CC,1.9139,0.34249,-2.44653888728,5.4362
CON=CC(C)F,1.8214,0.38741,-2.23206821188,5.9003
CCCC(C)C=O,2.8817,0.37725,-2.95105051312,4.3034
Cn1nccc1O,2.8181,0.3935,-2.12292174846,6.4079
N#CC=CN1CC1,5.1938,0.36902,-2.16204336926,5.4748
FC(F)C(=C)C#C,2.2789,0.36558,-1.85602394184,5.5023
CC1=CCOC1=O,4.7839,0.38372,-2.24185859406,5.2310
FCCC(=O)C=O,0.8988,0.30636,-1.96760080965,2.8411
CCN(N)C(C)=N,4.7635,0.388,-2.62769074811,6.3914
CC1CN1C(C)=N,3.2477,0.40245,-2.6145856481,6.1211
NN=CC(=C)C#C,2.2317,0.31336,-2.11329836726,5.1855
CC(CN)C1CO1,0.5884,0.43011,-2.71198871071,6.7758
CC1CNC1CF,1.8638,0.42319,-2.5761348331,6.6978
ON=CC1CC1F,1.1657,0.38274,-2.00264376146,6.0791
CC1CN(C)C1C,0.8590,0.39595,-3.02614078793,6.5061
ON1C=NC2CC12,2.7890,0.37333,-2.03764020746,5.8343
CC(C)(O)C1CC1,1.5680,0.44317,-2.92819135512,7.5117
CC1COCOC1,1.9586,0.45573,-2.6315213669,8.1399
CC(F)C(F)CO,1.5054,0.47975,-2.25498472388,7.9703
C=C1CNC(=N)C1,3.4026,0.3711,-2.42869930068,6.1461
NC1COC(=C)C1,2.2379,0.39082,-2.52187164429,6.7240
CNC(=N)C#N,5.7527,0.34986,-1.75210061065,5.6381
CONC(=O)C=C,3.3432,0.35497,-2.16648052207,4.7205
CC1CC1CC#C,0.7458,0.45778,-2.7526989415,6.7204
ON=C1CNC=C1,2.6415,0.31119,-2.07165444446,4.7246
CC1(CCN)CO1,2.8134,0.42731,-2.71590397471,6.7542
C=Cc1cc[nH]n1,2.4272,0.3483,-2.20863208426,5.6365
C=NOC(=O)C#C,3.7089,0.38125,-1.69212842023,5.0123
CNC(CN)CN,1.0944,0.39825,-2.85460555653,6.6292
CNC1CC1(C)C,1.0003,0.39136,-3.02402749093,6.2890
CNN=CCN,0.8166,0.35633,-2.14213326849,5.7600
OCc1cn[nH]c1,2.1391,0.39904,-2.11889631746,6.6799
CC1C(F)C1CF,1.0870,0.48334,-2.32160352168,8.4407
CCCC=CC#C,1.2157,0.36273,-2.7630488625,5.7014
CNC(C=O)=NC,0.3347,0.29121,-2.32201258488,3.2871
COC1CCC1=O,2.4416,0.34414,-2.39652546048,4.0444
CN(C=O)C1CC1,4.1292,0.39417,-2.52564571329,5.6794
Fc1c[nH]nc1F,3.8602,0.39503,-1.51204314702,6.6152
Nn1[nH]cnc1=O,5.5171,0.34117,-1.70562072564,5.3120
Fc1ccc[nH]1,1.8354,0.3934,-1.71614382564,6.6029
NCC#CCC=C,1.3408,0.40073,-2.55292350309,6.4040
CC=C(F)C#CC,1.8781,0.36204,-2.31750627267,5.7716
C=NNCC#N,3.6475,0.36681,-1.71237323765,5.9105
OCCC(F)CO,1.8586,0.45864,-2.39317432649,7.5485
FC(CC#C)C#C,1.3584,0.44227,-2.04435405625,6.3185
Nc1ncoc1F,1.2166,0.34641,-1.67051567963,5.5012
NNC(=N)ON=C,4.8563,0.3481,-1.84971978706,5.8303
